ID,POP,EMP,AREA_KM,EMP_DENS,X,Y
942,1954,936,1.615246,579.478296,986967.4104,349894.2337
943,960,599,2.315467,258.695114,982723.6123,359708.0384
944,1595,119,2.002823,59.416134,986501.734,347581.1764
945,522,4434,177.504597,24.979635,1012282.212,366960.1054
946,3782,1282,2.320948,552.360501,983379.7729,541489.0287
947,852,473,1.417383,333.713612,981589.7597,358896.1444
948,779,42,4.098285,10.248189,976744.5034,358145.5686
949,1613,99,15.883487,6.232888,973795.2236,359859.1087
950,530,31,0.367247,84.411854,981150.7462,357660.7502
951,704,1567,2.138609,732.719258,997707.3069,350946.4319
952,1059,1310,9.288347,141.036936,995525.577,351081.4941
953,569,1052,24.937689,42.185144,995744.3083,346171.6143
954,1200,1408,1154.993226,1.219055,732011.0845,546685.8016
955,824,1374,666.269867,2.062227,641563.7844,545523.7588
956,431,847,2.998347,282.488985,838307.1672,287893.8208
957,2117,1380,849.267866,1.624929,833625.8087,278444.663
958,1542,1668,23.444824,71.145768,857070.8643,277687.3855
959,887,796,1397.658743,0.569524,875414.2584,334252.4059
960,1092,673,147.656036,4.55789,859545.7608,301521.1629
961,1741,2194,1.775433,1235.754883,711684.0485,319005.9959
962,1385,755,352.043071,2.144624,698166.5362,322130.4021
963,1524,2211,24.760423,89.295728,706545.2206,316130.2415
964,1065,2518,134.701661,18.693162,935785.4486,410476.9031
965,2924,314,174.942872,1.794872,941599.5876,421291.6673
966,5326,1478,24.822481,59.542799,952943.0258,436285.1907
967,1197,1940,11.091692,174.905686,952613.3052,431036.1582
968,4254,491,224.315858,2.188878,944250.1555,436467.9517
969,182,487,40.794889,11.93777,942489.9219,398985.8301
970,594,740,122.427262,6.044405,1108150.105,570351.2678
971,353,460,601.882375,0.764269,1129138.031,535907.5675
972,765,1521,4.936156,308.134508,959460.2928,557603.462
973,2207,1733,9.896448,175.113334,960412.5333,563260.2391
974,656,365,2.27942,160.128454,960288.9149,560468.1017
975,1435,571,5.397289,105.793853,960616.3481,554413.3842
976,1687,310,4.263128,72.716559,961240.8463,558269.8843
977,1440,146,2.748084,53.127925,974455.3728,590140.8167
978,2320,107,2.010838,53.211646,977634.5591,588010.0813
979,731,2859,32.922278,86.840892,988513.9391,590980.1547
980,5262,5916,81.104255,72.943152,956845.715,573012.5911
981,3311,417,3.309732,125.992074,962680.7228,563254.8105
982,474,524,4.458698,117.523098,958001.6439,558569.2744
983,1212,480,0.962802,498.544872,976624.5274,592779.0578
984,1971,2027,2.097339,966.462742,978380.2229,591641.4441
985,1304,760,5.540483,137.172156,974899.9126,593881.9311
986,663,547,20.806356,26.290043,967610.3479,594246.3478
987,1163,1530,21.387625,71.536695,955809.4427,551146.4066
988,1792,619,4.896691,126.411897,962936.1912,558588.11
989,1372,808,2.497353,323.542567,976566.5265,589938.6425
990,2470,1081,2.763814,391.126176,963081.5588,598189.5058
991,525,137,12.842864,10.667403,962907.5828,594574.5002
992,2413,446,41.324045,10.792748,969597.1791,603983.5835
993,451,62,7.051072,8.792989,963769.5493,562143.3042
994,3044,3160,3.473232,909.815411,980440.9518,587660.4273
995,1406,2034,1.751523,1161.275073,976710.4139,591652.0013
996,2885,693,1.573665,440.373269,965421.9681,598012.7955
997,175,55,9.539988,5.765206,964722.501,548100.2532
998,1447,1793,39.53771,45.349111,969763.4705,552988.1917
999,1496,1472,1.218359,1208.182482,981980.6849,587533.7822
1000,1247,55,1.217914,45.159182,978653.7779,593827.2876
1001,1336,848,0.812154,1044.136949,978338.9288,592818.347
1002,1833,2160,2.202463,980.720221,978521.8476,589878.376
1003,1803,773,0.98246,786.80048,980123.2643,591231.9948
1004,2940,1128,1.578968,714.390665,980349.4675,593512.0525
1005,1699,523,1.764885,296.336589,965519.816,596501.8681
1006,1045,982,3.934815,249.567006,962780.3961,599778.6877
1007,780,4902,7.790854,629.199315,966511.6515,599200.819
1008,1355,3121,18.246416,171.04729,975598.4722,550165.6367
1009,2011,1315,3.351091,392.409517,974216.0964,554708.6203
1010,1947,496,0.805385,615.854529,980270.652,592163.1362
1011,716,630,1.983753,317.57986,962834.4177,555954.6146
1012,504,71,0.979786,72.464804,964081.4593,556050.0094
1013,3503,1609,4.04316,397.956054,976015.5273,588777.2024
1014,2223,79,0.890411,88.723073,976771.5104,593714.0762
1015,398,336,18.358202,18.302446,973782.3048,559566.2636
1016,1668,1717,4.70797,364.70071,974305.4414,591513.0789
1017,352,55,1.555641,35.355201,984898.2512,588630.0602
1018,1360,1791,395.311408,4.530605,1193381.558,562056.9572
1019,1352,1869,99.087145,18.862184,1158552.818,546273.1403
,,,,,957564.3597,517818.0018
