ID,EMP,AREA_KM,EMP_DENS,X,Y
1041,2898,8.920861,324.856543,187165.7343,440977.349
1042,3731,0.093424,39936.02483,358435.4994,581259.631
1043,3817,6.53333,584.23495,356030.0921,313645.2953
1044,817,0.337774,2418.777955,352617.1829,573152.3058
1045,470,0.152547,3081.024042,355248.0258,576396.7046
1046,237,0.379967,623.737954,142991.1382,228093.393
1047,8396,2.223245,3776.461951,339115.3085,579751.9912
1048,286,0.769477,371.680965,342046.6177,586615.0402
1049,399,0.272486,1464.297586,339219.3921,580416.2791
1050,296,2.459007,120.373811,231908.9838,624003.8431
1051,536,0.229014,2340.466571,243598.7077,424403.2847
1052,3103,1.116516,2779.180526,328350.2113,601578.0898
1053,555,0.190935,2906.7453,349912.6071,588410.6575
1054,2966,57.15217,51.896542,298105.3611,643236.9766
1055,950,0.234185,4056.624712,357917.7508,567609.8784
1056,1054,0.292366,3605.069913,353178.5351,570392.1235
1057,2468,3.227538,764.669586,317533.478,537014.5432
1058,191,0.173429,1101.317811,347605.0269,578615.3156
1059,1963,1.621629,1210.511125,342335.618,610163.7149
1060,1931,0.457319,4222.436528,352024.4906,570101.8844
1061,3361,42.804841,78.519156,197888.1096,217229.5856
1062,632,0.815693,774.801059,351116.7021,534917.6557
1063,369,0.553043,667.217349,315007.5394,592087.0079
1064,421,0.12617,3336.760251,350301.9212,575021.4276
1065,2889,2.167883,1332.63659,291216.6045,626068.8342
1066,854,0.255721,3339.575163,349259.0739,585859.1272
1067,304,0.933119,325.7891,143434.9208,213679.8135
1068,2244,9.673513,231.973644,138586.0426,214528.7842
1069,2595,10.627928,244.168018,202912.5057,265900.2683
1070,2866,1.915245,1496.414335,330201.0308,622786.7434
1071,528,21.739606,24.287469,118568.5626,324220.034
1072,205,0.746029,274.788212,338323.5866,628970.1637
1073,4265,9.664521,441.304869,302174.4945,384261.6639
1074,1499,0.911613,1644.338735,348978.704,561661.6812
1075,2488,0.533159,4666.528306,344678.7972,578543.3341
1076,5854,1.268976,4613.168104,333824.7069,569971.8588
1077,2504,3.822785,655.019803,190375.5394,456485.2734
1078,2149,2.749471,781.604857,245861.6986,626568.074
1079,1566,1.327382,1179.765815,147316.4451,245546.8782
1080,1708,0.187117,9127.980986,352618.3096,571741.9397
1081,1823,0.80077,2276.557437,352832.8047,600537.155
1082,709,17.352397,40.858908,360740.3544,529342.52
1083,345,0.114874,3003.303053,357518.145,585089.447
1084,590,1.822347,323.758367,329971.3504,606832.6892
1085,50,0.103,485.43671,359196.8252,571061.5096
1086,1409,0.267917,5259.084854,350132.0853,568027.5336
1087,665,1.413007,470.627478,359695.4929,551221.7783
1088,1173,2.93825,399.217237,329061.9268,632019.4147
1089,834,3.127417,266.673734,306705.6652,594213.0224
1090,741,0.377256,1964.181815,339881.1382,573097.7954
1091,2321,7.020514,330.602577,233995.238,515326.8765
1092,1532,1.795112,853.42842,349041.7163,548306.3069
1093,692,0.44315,1561.549229,344472.2945,577679.7906
1094,4071,7.61586,534.542416,203249.5116,391620.8446
1095,585,3.292414,177.681154,226311.7694,517556.843
1096,1420,1.450889,978.70997,305554.9693,384344.2539
1097,1260,3.628758,347.226198,341322.6422,544315.0995
1098,2507,30.329324,82.659278,220573.6114,450500.6552
1099,528,0.288014,1833.246125,346537.1344,587472.256
1100,4109,6.078873,675.947627,309677.8436,554372.1214
1101,599,0.728974,821.702508,342240.7662,546874.9412
1102,218,0.131549,1657.173232,359461.9124,559519.6932
1103,1302,0.269972,4822.727236,356999.4486,583648.2676
1104,1140,0.190852,5973.199795,354756.2346,576275.7138
1105,1262,0.596056,2117.249917,344394.6889,588280.316
1106,390,8.123819,48.006976,80613.25965,447974.9222
1107,17046,15.297998,1114.263458,226234.8537,499952.7311
1108,116,0.053995,2148.351372,360196.3715,565801.6364
1109,980,1.595087,614.38674,329813.9825,569440.5434
1110,640,1.131814,565.464119,332983.8498,579463.6068
1111,3610,2.107262,1713.123493,335131.6338,582596.8108
1112,3425,3.598754,951.71837,331718.1712,611131.724
1113,6371,1.639113,3886.858176,347107.1248,593915.239
1114,814,0.321464,2532.166129,347290.8085,589746.0592
1115,646,0.500572,1290.524575,338678.8464,496668.9524
1116,509,1.890462,269.246339,339985.3533,563120.5541
1117,429,25.266427,16.979053,113885.8832,338930.2239
1118,871,0.129479,6726.97453,354926.6376,585808.7296
1119,1290,0.296397,4352.276008,354271.7276,580344.1013
1120,840,1.819964,461.547678,257213.1298,493739.5615
1121,3793,1.764797,2149.255771,338723.2149,585700.599
1122,5460,9.599013,568.808501,338810.109,620630.531
1123,538,0.824586,652.448998,338928.4141,574348.5723
1124,343,1.183278,289.872609,346959.5088,600159.5489
1125,292,18.006792,16.216103,273648.8847,429549.1014
1126,597,0.552909,1079.744514,344329.6805,584984.4873
1127,43,1.138223,37.77818,309797.4915,637501.8554
1128,1414,0.845895,1671.601577,339684.8191,599910.2634
1129,4892,0.303878,16098.57469,340120.9239,580311.1173
1130,4548,14.784293,307.623784,153823.561,499252.0804
1131,4034,46.811865,86.174733,222409.1021,421238.5806
1132,1269,2.392593,530.38681,297794.3323,559486.721
1133,2611,5.007938,521.372307,258057.8905,521908.7578
1134,744,1.970136,377.638995,322520.2459,637398.8787
1135,469,0.24633,1903.953077,353928.6049,576186.9519
1136,1276,15.123989,84.369274,188529.2435,427529.2469
1137,57,0.103614,550.117259,357992.6529,556186.6461
1138,1589,0.282048,5633.797585,353093.9626,576025.3332
1139,10692,0.211764,50490.20011,355488.3548,580344.8021
1140,2284,4.169679,547.763959,334720.4677,602987.6732
1141,2361,1.174516,2010.18965,346692.2624,590887.326
1142,1287,4.107097,313.360046,97000.04943,362206.7728
1143,705,0.36392,1937.239182,355543.9894,588470.3385
1144,2405,1.06603,2256.033211,299337.634,565200.6329
1145,1101,1.362297,808.193929,347129.5011,548559.3472
1146,604,0.195079,3096.180568,354982.0462,588250.425
1147,750,0.51447,1457.812129,340083.8014,627730.2749
1148,8705,4.332214,2009.365339,345036.7615,593519.0461
1149,459,0.101134,4538.510628,355720.6171,585821.7932
1150,1283,0.621608,2064.002853,344508.3367,591579.2908
1151,2840,1.662552,1708.217506,336211.657,578482.8793
1152,3291,0.921955,3569.590017,339442.5241,494292.041
1153,1398,10.17268,137.426907,300522.1416,587330.6259
1154,551,0.2973,1853.348629,364507.0713,565668.7734
1155,1130,4.015616,281.401443,311451.1839,558367.8786
1156,88,0.116389,756.086037,339955.4741,579076.7498
1157,609,0.132071,4611.150188,348939.58,578543.8163
1158,6462,1.571513,4111.960353,343014.3813,576982.5529
1159,1450,0.380613,3809.647537,352674.3967,579593.574
1160,597,0.254744,2343.525211,354065.356,565913.1923
1161,3523,10.88057,323.788178,286837.25,222693.4538
1162,2335,2.230741,1046.737409,349124.2109,603326.5687
1163,4763,2.308225,2063.490345,335099.4263,595455.3103
1164,193,0.062488,3088.601492,350877.7783,582920.9677
1165,2108,1.008042,2091.182641,204234.2789,525189.0474
1166,504,0.297898,1691.852381,357148.3225,557761.0439
1167,724,0.251553,2878.124506,357491.7629,585463.0963
1168,1365,0.385309,3542.615072,354517.475,560493.1883
1169,11937,17.156618,695.766489,191566.7043,460107.5348
1170,301,0.350506,858.758593,351892.4146,558386.1956
1171,3870,4.114501,940.575687,335768.2156,567360.2787
1172,1333,1.137858,1171.499592,340868.6169,575780.322
1173,1352,10.534502,128.340188,210617.9659,384585.1392
1174,2027,0.403501,5023.526642,304772.9321,597163.8288
1175,5731,2.361058,2427.301613,324567.2837,604204.8142
1176,210,0.156503,1341.827419,352639.0437,572279.4212
1177,849,2.075726,409.013513,336515.3311,573039.2742
1178,1428,1.035761,1378.696151,338025.9148,584049.135
1179,1044,1.269519,822.358502,330280.646,597049.3279
1180,412,0.247767,1662.850983,352379.8433,592396.8509
1181,1728,1.330065,1299.184485,351032.3097,589916.8836
1182,812,0.556601,1458.854289,304784.3628,594471.9184
1183,1185,0.649758,1823.755892,348198.6612,587911.4081
1184,234,22.74649,10.287302,273844.9781,548939.2438
1185,5420,0.511654,10593.10314,356507.7387,580417.7849
1186,798,0.50448,1581.828115,352064.5103,598968.6492
1187,542,19.872595,27.273741,274677.5557,406573.9228
1188,5098,3.517302,1449.406476,342903.0861,554519.5415
1189,376,0.629912,596.908475,337339.883,595309.4554
1190,1477,1.257837,1174.237932,323528.6001,546651.023
1191,653,0.16489,3960.214921,351419.7092,584976.7274
1192,662,0.790777,837.151606,358815.0412,536421.6923
1193,2920,23.618789,123.630385,202836.2977,451433.2527
1194,9908,2.927971,3383.913705,323852.679,595637.4209
1195,2142,1.47471,1452.489071,360396.7509,548139.0059
1196,8650,8.330041,1038.410259,201585.2247,362059.7511
1197,118,0.383624,307.592878,355363.9325,559391.514
1198,822,0.539887,1522.541905,352727.5546,598242.2438
1199,1395,0.41738,3342.280497,348970.9164,576957.6305
1200,1301,0.361155,3602.328031,346317.7062,590025.4766
1201,1116,8.719755,127.985252,186190.2959,448674.3102
1202,15009,0.82701,18148.50625,354445.0594,598432.3155
1203,827,1.352473,611.472628,345432.5387,561587.5091
1204,433,1.626313,266.246357,264627.4937,408113.0492
1205,1114,1.327564,839.131094,189996.7951,451867.2063
1206,2521,7.348041,343.084656,203579.8629,448016.2355
1207,1154,0.428025,2696.105899,349080.9132,595375.1022
1208,4476,0.272803,16407.44485,356543.4656,585271.6172
1209,3328,2.983356,1115.522156,346474.1898,570674.7261
1210,9148,7.633564,1198.391693,344991.6032,604683.3484
1211,365,0.184735,1975.799846,350829.2862,577018.9177
1212,954,0.165477,5765.143875,352576.9739,583578.426
1213,179,1.62012,110.485619,311879.3779,543067.8719
1214,1052,1.342598,783.555452,331816.8188,596861.9638
1215,887,0.53849,1647.197891,343060.212,592744.3378
1216,513,26.532555,19.334738,183751.7743,516176.0869
1217,279,0.139667,1997.611032,360564.5712,571620.3805
1218,3688,0.38079,9685.137865,353909.0848,594814.0777
1219,666,0.826896,805.421576,342845.3384,588960.5094
1220,3603,7.447548,483.783412,243293.3377,634346.5252
1221,449,0.89737,500.351122,350388.5159,598184.378
1222,357,0.156599,2279.708527,358275.3292,574792.1486
1223,102,0.061727,1652.442387,355817.5614,567525.9904
1224,1507,0.546496,2757.569807,347873.0222,597198.9012
1225,810,0.745375,1086.701285,327322.8048,581166.9393
1226,435,1.569094,277.230018,314309.5705,596031.2037
1227,418,0.786809,531.259473,341197.726,588875.9486
1228,1145,1.163735,983.90091,348663.6438,563783.0561
1229,2358,1.573827,1498.258686,326076.235,591921.0035
1230,338,5.018801,67.346767,268034.6154,520137.8633
1231,1474,4.89184,301.318131,216769.5965,461772.1902
1232,239,0.133473,1790.618754,351732.4678,582910.1545
1233,970,0.72619,1335.738003,340554.7935,591357.5305
1234,2863,8.78125,326.035575,205985.9095,526007.809
1235,927,0.208531,4445.379265,354932.8645,588650.5624
1236,491,67.06907,7.320811,341107.1424,528365.9991
1237,470,0.616778,762.02508,346730.4354,562340.4327
1238,141,0.071933,1960.151456,352983.7196,582518.879
1239,906,0.980196,924.30519,350437.9965,556340.4402
1240,1603,79.433683,20.180356,257359.2867,517846.0987
1241,333,0.299576,1111.572624,366377.0054,561099.6629
1242,5843,1.508243,3874.043488,350737.1568,592837.6744
1243,2108,1.091822,1930.717384,352161.1968,595124.9592
1244,946,0.69485,1361.444081,338542.6604,584836.1446
1245,756,0.34722,2177.294319,340016.4608,571918.1639
1246,2733,0.332669,8215.370896,362710.3696,563863.1646
1247,403,2.062615,195.383039,350782.1022,557571.4141
1248,781,0.326622,2391.143976,348752.5464,587049.3523
1249,317,47.640893,6.653948,228370.9308,327801.811
1250,17337,8.892904,1949.531842,346464.6208,565968.4723
1251,2257,2.321109,972.37988,304979.9283,604772.8978
1252,198,0.141961,1394.744702,357436.7709,583057.5291
1253,370,0.262163,1411.335983,320447.6028,540047.672
1254,6767,1.373135,4928.137236,300608.6777,564750.1272
1255,985,2.709781,363.498024,328992.2525,554716.1379
1256,863,3.717316,232.156744,364249.8537,540890.9944
1257,326,0.228765,1425.04365,353617.5337,589209.1875
1258,800,0.194977,4103.051094,348431.273,581981.7297
1259,6608,0.543088,12167.45304,342702.2401,590980.8832
1260,446,2.199036,202.816128,334393.0772,550230.9075
1261,649,0.710519,913.417129,350518.7086,597237.5304
1262,10149,4.290072,2365.694619,335392.2694,593626.7315
1263,1036,38.645331,26.807895,331367.9279,486320.8378
1264,2497,1.033273,2416.592592,341582.7292,592452.1711
1265,1484,6.831704,217.222539,322129.9252,642825.0363
1266,2225,14.978228,148.548945,246008.7709,362493.186
1267,418,0.691078,604.852212,365758.9855,550594.8922
1268,1317,1.151896,1143.332421,340898.7691,635684.5175
1269,607,2.298302,264.108078,307676.4785,597854.8721
1270,304,0.798367,380.777113,316242.0482,593044.7028
1271,858,6.863809,125.003486,338562.8979,639904.0488
1272,451,0.159871,2821.030708,346978.5526,575346.0946
1273,760,6.848426,110.974411,238135.2132,529705.4765
1274,5788,7.532715,768.381703,298446.015,581936.7419
1275,6164,0.919469,6703.871967,321159.8854,539484.7526
1276,1504,1.295777,1160.693189,340003.4605,598962.1534
1277,1428,47.285946,30.199248,210733.6476,553093.495
1278,140,0.104151,1344.196095,365042.7347,564336.6297
1279,580,1.169191,496.069676,326484.7131,620855.3819
1280,508,1.157639,438.824326,300559.2767,597413.8933
1281,677,0.688264,983.633793,344554.0245,585766.9752
1282,960,0.839342,1143.752582,311066.5338,577712.692
1283,669,0.542309,1233.61388,357580.2377,548973.7228
1284,1240,0.157737,7861.171535,346369.6524,575106.1442
1285,2415,0.824065,2930.594772,351172.5478,585937.5726
1286,1085,27.431981,39.552376,273932.276,643096.8778
1287,2087,0.913305,2285.107287,355016.5967,555283.0352
1288,11231,5.893304,1905.722168,304493.9081,582185.901
1289,1248,0.823301,1515.849035,340884.4435,581535.7582
1290,227,0.216926,1046.438171,345778.068,585039.4106
1291,1476,0.3139,4702.128387,338999.4321,497207.8187
1292,1629,4.653018,350.095364,320687.2203,228761.134
1293,2544,3.197885,795.525793,345011.6318,600360.9157
1294,1358,1.679498,808.574776,335448.6181,583964.2559
1295,2369,1.365776,1734.5446,342747.3722,579780.175
1296,119,0.137815,863.479252,353765.0716,571217.9434
1297,9166,19.15848,478.430436,247522.9172,191167.6363
1298,712,3.182204,223.744322,346794.9344,538701.6437
1299,428,0.553749,772.913409,356798.9892,574990.7452
1300,7129,1.516118,4702.141515,326834.8088,575109.712
1301,2130,0.662686,3214.192541,348115.1908,594610.701
1302,2127,1.879509,1131.678255,334244.7315,601578.1417
1303,1434,1.566626,915.343111,346370.707,555181.3108
1304,2498,8.414365,296.873277,328465.2271,536041.2045
1305,235,0.210324,1117.326027,353234.4163,572143.5489
1306,2041,24.712711,82.589077,167402.5628,584551.6437
1307,1038,2.239439,463.509005,311843.7089,540186.7079
1308,314,1.312298,239.275011,317637.9404,593307.3093
1309,377,0.248284,1518.423446,284064.0795,318656.2962
1310,2701,1.267024,2131.766551,258692.1253,216489.4779
1311,3213,2.181877,1472.585591,316969.2094,591979.9932
1312,797,19.225754,41.454811,292315.7151,582997.6458
1313,6284,18.937011,331.836947,301614.7349,624701.2176
1314,581,0.935401,621.124127,355826.5686,542603.6844
1315,2257,2.522656,894.691859,346831.3428,572188.1686
1316,151,7.805127,19.346259,247484.2915,635882.2537
1317,1661,70.585085,23.531883,211791.148,268309.4126
1318,3572,2.721608,1312.45962,301000.8448,575762.8901
1319,1528,42.491334,35.960274,353235.2127,237080.8742
1320,186,0.137448,1353.236337,358303.9211,568412.8596
1321,43,0.157714,272.644827,356722.6958,560234.8954
1322,112,0.085684,1307.125884,348289.569,581125.1515
1323,4344,5.39813,804.723116,316784.6909,544703.2668
1324,274,0.432212,633.948264,300357.5183,560829.8584
1325,2132,12.126805,175.808881,119260.3347,415871.2436
1326,481,2.64065,182.152142,341603.9141,615493.1201
1327,3453,1.736612,1988.354696,338021.1937,499150.9026
1328,1937,1.629593,1188.640484,245484.508,386386.0765
1329,3903,3.78944,1029.967449,314056.0663,539221.932
1330,1135,0.578041,1963.528936,344697.0792,581753.8694
1331,228,1.056464,215.814236,337655.7308,493401.277
1332,1362,0.301147,4522.710198,355942.9748,576384.5347
1333,531,26.079611,20.360733,284148.4539,360188.8987
1334,1071,0.532073,2012.883328,336719.7869,597237.2429
1335,3103,2.516498,1233.062686,260110.1022,413226.984
1336,220,0.158726,1386.039526,349642.0797,583781.1899
1337,1866,1.63122,1143.929217,353153.2875,562336.8329
1338,1186,1.776293,667.682693,318422.4875,558598.6956
1339,735,0.455739,1612.765854,345349.8836,572909.47
1340,11813,1.48482,7955.847184,350072.6725,561375.0536
1341,16,0.048738,328.283547,112481.2838,538582.8648
1342,158,0.084678,1865.881573,352666.3541,580890.065
1343,165,0.160112,1030.531214,359265.2164,566649.5455
1344,661,1.986718,332.70956,329509.6539,598236.6061
1345,425,0.217838,1950.991989,359094.8238,572357.7768
1346,1546,3.439848,449.438491,356335.3679,552147.2981
1347,2600,20.658671,125.855144,320194.9029,528851.6315
1348,1109,34.34907,32.286172,341039.1178,519440.7912
1349,4770,1.289236,3699.864302,348026.6131,577672.6914
1350,502,0.161681,3104.877045,357239.6857,574730.724
1351,770,0.63017,1221.892262,350925.4832,598867.8276
1352,9575,2.282867,4194.286396,309613.2882,384395.6536
1353,289,0.316265,913.789989,361460.6656,569157.9872
1354,722,0.229259,3149.280993,353879.3368,580301.282
1355,113,0.192087,588.274512,360992.6685,571514.4211
1356,3119,56.889248,54.825826,200331.5404,428649.8056
1357,524,0.401178,1306.154854,346576.2265,589148.2265
1358,6438,7.169014,898.031432,185279.0422,471264.8076
1359,1519,0.297522,5105.511428,354225.2249,591644.1917
1360,323,1.460571,221.146354,340519.1933,606377.5412
1361,1854,5.468686,339.021109,277919.347,641302.1959
1362,1034,3.244899,318.653966,318309.2225,646127.68
1363,433,0.136499,3172.1832,348775.6839,576164.3071
1364,840,45.638163,18.405649,284070.2248,594019.5521
1365,1571,0.383255,4099.093944,346620.9084,585795.5177
1366,406,1.866755,217.489696,314594.9221,560754.8063
1367,900,1.654173,544.078601,327788.0121,605489.3222
1368,3989,27.078941,147.310045,233472.7025,615181.7401
1369,2110,13.503712,156.253338,298053.8549,586919.0939
1370,1514,0.379342,3991.125192,349721.5231,584255.1611
1371,909,1.424445,638.143181,339907.6364,592681.2996
1372,6620,3.410065,1941.311941,358313.1817,546966.6366
1373,1686,0.373932,4508.836067,345590.9866,591116.2446
1374,95,0.888186,106.959524,298895.13,613821.0498
1375,553,1.85794,297.641475,340976.6592,565058.5253
1376,695,11.398192,60.974582,333123.9311,540989.5604
1377,381,0.140651,2708.841884,356370.5828,587077.6925
1378,876,75.072765,11.668679,230507.722,413775.4582
1379,392,0.195895,2001.072615,353830.7649,582012.2181
1380,10530,0.338354,31121.26189,341072.194,577599.3705
1381,1163,3.188497,364.748631,323423.8373,601899.2894
1382,137,0.309962,441.990242,359069.958,570091.1697
1383,594,0.174369,3406.563505,362255.9105,565177.1141
1384,2049,2.74326,746.921472,140861.0412,220015.4789
1385,10413,0.856905,12151.86605,303957.5197,596761.2514
1386,2012,17.481262,115.094667,180229.03,335555.7917
1387,355,0.14133,2511.849642,350115.5971,583300.0587
1388,549,0.416486,1318.172993,358717.4349,533788.651
1389,5148,4.732343,1087.833208,342118.6974,602279.9436
1390,744,1.060528,701.537109,343725.6622,590979.006
1391,1132,1.412673,801.317588,343384.2697,574060.9799
1392,443,0.390668,1133.954892,347936.033,576120.7113
1393,19053,11.293151,1687.128767,339942.5362,567754.4306
1394,247,0.34592,714.037997,345576.7146,589401.6067
1395,3348,2.657545,1259.80942,343980.1727,564728.8941
1396,2220,0.500845,4432.506448,353540.2683,598721.2485
1397,902,0.2202,4096.282291,354630.4502,581178.7692
1398,673,0.287729,2339.006826,350053.1073,595352.9863
1399,2253,1.050079,2145.552549,348415.1064,592823.313
1400,298,0.183498,1623.998841,353604.7973,591790.3647
1401,958,1.036185,924.54525,345082.048,563678.0664
1402,1627,23.177004,70.198892,210267.0715,450683.3892
1403,1674,1.565112,1069.57193,349953.9734,604326.9334
1404,1374,1.152565,1192.123873,339001.6603,597422.7999
1405,117,1.965547,59.525429,299696.3071,558703.1849
1406,310,0.893085,347.111414,334849.374,570329.6937
1407,2726,2.012684,1354.410175,359103.8393,549112.8445
1408,1684,2.825256,596.052263,310259.1612,529891.4398
1409,2319,0.651685,3558.466952,257302.4918,519888.3532
1410,799,0.156413,5108.285433,358432.3481,566628.1247
1411,1972,2.865092,688.284936,311742.8131,383818.8168
1412,1751,2.979465,587.689452,343416.809,548699.3986
1413,1006,2.03625,494.045321,311406.4549,560780.7572
1414,1296,3.863587,335.439569,315339.3111,514289.0266
1415,2396,3.790896,632.040587,240329.4953,643552.4343
1416,2144,2.285359,938.145736,323069.1675,603947.0887
1417,842,1.381668,609.40849,352200.4879,534842.6191
1418,10411,0.634145,16417.3713,354074.4713,597456.5904
1419,1064,1.37114,775.996782,341564.2792,598970.4106
1420,235,0.088775,2647.136387,348254.4132,576927.388
1421,415,0.383957,1080.850818,346812.925,567985.5784
1422,1676,11.70014,143.246149,352351.823,336507.7053
1423,1473,6.186177,238.111509,213405.1414,100033.8707
1424,2020,0.409892,4928.126206,356403.0594,587688.277
1425,721,0.840967,857.346274,350776.292,599648.0738
1426,1819,1.695979,1072.537039,341039.6,594366.3212
1427,1611,2.365676,680.98941,352875.7698,555299.5592
1428,885,0.213188,4151.270754,355883.5133,580297.0605
1429,1764,0.464285,3799.389482,350004.0977,570519.3721
1430,1661,0.281796,5894.326344,354220.2453,555038.6303
1431,402,0.084754,4743.137623,352131.2198,578063.661
1432,1162,3.145314,369.438435,361065.5231,540227.324
1433,94,0.056497,1663.813433,355373.5989,564805.7401
1434,3384,52.89552,63.975172,268635.2377,530822.8893
1435,3477,2.239249,1552.753064,340488.2069,583526.0973
1436,294,0.763592,385.022303,342176.7089,595749.7356
1437,1525,1.032954,1476.348185,326485.4727,607569.046
1438,368,0.251086,1465.634384,346547.9492,586653.0783
1439,6052,6.503881,930.521342,298352.516,577971.1961
1440,1926,3.648249,527.924511,322895.6956,634248.7065
1441,1773,0.325145,5452.945645,352919.1022,591658.2629
1442,709,1.457428,486.473431,300386.7008,616449.4656
1443,430,1.617384,265.861432,331381.564,606819.4465
1444,632,0.268913,2350.202843,350406.7042,569681.4264
1445,7854,0.89902,8736.175251,353568.631,599587.4174
1446,394,0.115431,3413.298972,354120.5578,581927.1137
1447,3522,1.676416,2100.910048,145530.5769,247061.839
1448,1285,0.611353,2101.894584,236268.8941,518040.2029
1449,10378,2.67193,3884.084172,337836.2877,602686.7092
1450,3824,2.540858,1505.003358,337732.9612,598742.5398
1451,915,0.534722,1711.16797,347214.882,576852.093
1452,602,0.651259,924.364042,346269.5349,582661.8863
1453,189,0.114207,1654.892594,356085.168,555075.3578
1454,479,0.312493,1532.834508,351450.9052,590801.6854
1455,683,0.17053,4005.155304,345534.445,575381.7771
1456,426,0.223104,1909.422419,350766.7808,581862.4127
1457,2351,0.907028,2591.9818,348903.6154,574136.426
1458,442,0.174006,2540.144726,356136.7647,585944.7223
1459,1789,0.68172,2624.242848,345223.1727,584154.8012
1460,887,0.425015,2086.983626,348277.0475,583342.4853
1461,217,13.093101,16.573614,245246.0968,347901.6299
1462,583,16.229916,35.92132,244058.0877,613151.7164
1463,321,0.794605,403.974073,305469.0073,595504.8515
1464,170,0.118415,1435.63259,346725.2438,581803.9018
1465,2610,0.696672,3746.383297,353847.9614,579584.0644
1466,2541,1.08588,2340.036636,345647.3999,545735.6633
1467,288,2.543205,113.242934,346155.8616,610584.4353
1468,66,1.304852,50.580462,307326.3355,605856.4816
1469,722,1.644468,439.047748,337750.1331,634480.1513
1470,2909,2.765387,1051.932178,300426.9685,573065.978
1471,1648,8.257393,199.578719,200316.7892,452055.1061
1472,198,0.34622,571.890272,345855.0889,585829.6723
1473,445,1.154711,385.377693,342184.7236,561573.042
1474,971,1.093734,887.784744,305091.5972,598179.6384
1475,25257,2.508087,10070.2233,338442.9855,590483.5732
1476,662,0.534852,1237.72474,336597.8402,575775.106
1477,531,0.364297,1457.60186,351975.2333,571689.501
1478,2497,1.54604,1615.093538,349507.1597,592924.7316
1479,2818,15.218199,185.173029,245154.5075,362451.138
1480,735,0.461845,1591.441962,204819.22,438058.273
1481,892,0.208028,4287.885689,355131.0034,586203.2104
1482,5182,8.514583,608.602931,340749.7825,535780.6192
1483,1133,1.590878,712.185409,319742.3736,632006.4335
1484,209,0.220393,948.306743,355375.2344,550277.3395
1485,1668,0.297002,5616.123562,365431.1073,562116.5947
1486,636,5.793207,109.783745,310250.5795,545734.017
1487,1764,1.318822,1337.557717,353830.7753,535787.5662
1488,3307,0.412628,8014.473342,353458.5225,597515.3823
1489,918,1.155139,794.709272,329703.6545,599151.7179
1490,3492,8.378012,416.805331,303990.6114,584377.5367
1491,221,0.687308,321.544136,320092.6524,558790.3194
1492,2899,20.812988,139.288026,183702.3582,443430.9081
1493,1030,1.626778,633.153283,343825.6137,554191.6277
1494,492,57.673082,8.530843,137539.8623,634294.7404
1495,231,0.245669,940.288165,351800.4002,563903.0817
1496,395,0.93772,421.234382,311354.7036,380249.215
1497,84,0.524372,160.191569,144240.5139,219079.5984
1498,724,0.341376,2120.826011,352045.5394,591651.2612
1499,600,10.370183,57.858187,45633.6117,417490.0449
1500,801,2.048418,391.033454,355876.363,540544.6558
1501,125,0.444269,281.361326,352382.7842,565600.9426
1502,182,0.207742,876.085124,353504.59,569808.0024
1503,326,0.374417,870.686557,111239.0503,538805.9437
1504,829,13.485627,61.472854,332343.2309,526110.7353
1505,180,0.146793,1226.219888,351563.0771,574665.0244
1506,1782,57.737518,30.863814,252577.1926,537297.1118
1507,848,2.597617,326.452999,300522.5519,591541.6515
1508,1875,1.259402,1488.801948,327677.871,598860.9233
1509,1691,4.199347,402.681698,255282.3792,497489.727
1510,2259,3.120999,723.806738,298987.651,616661.7063
1511,361,0.224364,1608.993438,356825.093,570776.3216
1512,2601,8.736776,297.707083,298201.2958,593785.0634
1513,4363,2.179312,2002.007992,335135.8727,580418.6686
1514,327,0.183979,1777.380708,352058.2426,567468.9934
1515,249,0.181104,1374.896983,349281.5433,570543.5918
1516,320,0.394384,811.392565,343301.8258,585750.5603
1517,1077,1.53819,700.173454,353929.5174,551140.5333
1518,480,0.229941,2087.491729,353375.8724,575498.9254
1519,3122,8.073793,386.683163,305423.4831,632972.644
1520,161,0.377229,426.796385,345740.0571,588409.0857
1521,2221,1.833013,1211.66623,342955.0542,581290.2365
1522,365,0.183473,1989.392981,353934.5693,560037.229
1523,2862,2.142695,1335.701307,243240.8075,630851.0352
1524,5506,1.365095,4033.418643,349015.3461,598695.9243
1525,53,0.028235,1877.124269,363506.5365,565764.2445
1526,2043,2.48617,821.745891,302686.2018,598726.0008
1527,5519,2.045486,2698.13567,341223.5036,597494.9574
1528,1471,0.59357,2478.224685,349229.7593,589096.1805
1529,720,0.740238,972.660059,319476.0761,597134.3133
1530,848,0.906644,935.317057,301137.2579,566127.0115
1531,1173,1.48581,789.46831,342941.8246,573025.5328
1532,549,2.576837,213.051893,324675.0385,538913.0144
1533,251,0.117545,2135.357531,362602.6357,566231.2013
1534,885,0.285869,3095.818693,344246.7401,589909.3909
1535,173,0.412803,419.085669,354079.9621,537093.1896
1536,4413,2.357906,1871.575572,337773.6713,580982.4318
1537,3461,0.428265,8081.437738,344615.2654,573449.0196
1538,172,0.087895,1956.870687,357010.574,567482.6351
1539,4057,1.000806,4053.731729,352707.8723,561098.4436
1540,157,0.31977,490.977435,340388.0154,632086.5392
1541,8498,2.2162,3834.490607,350929.9406,594596.887
1542,298,0.113341,2629.226921,355384.0972,566555.3309
